"Name","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"Jawaharlal","Gray",750,"Spain","Female",38,7,97257.41,2,0,1,179883.04,0
"Lech","Lu",730,"France","Male",34,5,122453.37,2,1,0,138882.98,0
"Ernest","Wright",750,"Spain","Female",36,8,112940.07,1,0,1,9855.81,0
"Mahatma","Palerma",586,"France","Female",43,8,132558.26,1,1,0,67046.83,1
"J.R.R.","Y?an",520,"France","Female",38,4,0,2,1,0,56388.63,0
"Billie","Wei",652,"France","Female",48,8,133297.24,1,1,0,77764.37,0
"Amelia","Padovesi",550,"France","Female",46,7,0,2,1,0,130590.35,0
"Pele","Tsao",594,"France","Male",27,0,197041.8,1,0,0,151912.49,0
"Cristiano","Franklin",749,"Germany","Female",44,0,71497.79,2,0,0,151083.8,0
"Oscar","Clark",668,"France","Male",32,7,0,2,1,1,777.37,0
"Leo","McGregor",614,"Germany","Female",35,6,128100.28,1,0,0,69454.24,1
"Mata","Pan",773,"France","Male",25,1,124532.78,2,0,1,11723.57,0
"Paul","Kenniff",551,"Germany","Male",31,9,82293.82,2,1,1,91565.25,0
"Woodrow","Spencer",566,"France","Male",36,1,142120.91,1,1,0,79616.37,0
"Ronald","Lees",569,"Spain","Male",34,0,151839.26,1,1,0,102299.81,1
"Vincent","David",659,"Spain","Male",31,7,149620.88,2,1,1,104533.51,0
"Leonardo","Hsing",722,"France","Female",49,3,168197.66,1,1,0,140765.57,1
"Sacha","Burke",655,"France","Male",37,5,93147,2,1,0,66214.13,0
"Richard","Watson",615,"France","Female",35,2,97440.02,2,1,1,139816.1,0
"Sigmund","Hawkins",752,"Germany","Female",42,3,65046.08,2,0,1,140139.28,0
"Alfred","Ginn",661,"Spain","Female",28,7,95357.49,1,0,0,102297.15,0
"Barack","Sozonov",838,"Spain","Male",43,9,123105.88,2,1,0,145765.83,0
"Kylie","Sun",610,"Spain","Male",29,9,0,3,0,1,83912.24,0
"Mata","Hunter",811,"Spain","Male",44,3,0,2,0,1,78439.73,0
"Queen","Manfrin",587,"Spain","Male",62,7,121286.27,1,0,1,6776.92,0
"Katherine","Artamonova",811,"Germany","Female",28,4,167738.82,2,1,1,9903.42,0
"Franklin","Hansen",759,"France","Female",38,1,104091.29,1,0,0,91561.91,0
"Pablo","Pai",648,"Germany","Female",42,8,121980.56,2,1,0,4027.02,0
"Carl","Larsen",788,"France","Female",43,10,0,2,1,1,116111.51,0
"Lionel","Owen",725,"Germany","Male",39,1,50880.98,2,1,1,184023.54,0
"Pele","Murphy",646,"France","Female",42,3,175159.9,2,0,0,67124.48,1
"Emile","Ekechukwu",601,"Germany","Female",26,7,105514.69,2,1,0,50070.59,0
"Cristiano","Ayers",521,"Germany","Male",52,5,116497.31,3,0,0,53793.1,1
"Pele","Johnson",561,"Spain","Female",33,6,0,2,1,0,45261.47,0
"Ingrid","Millar",564,"France","Male",42,7,99824.45,1,1,1,36721.4,0
"J.R.R.","Farrell",444,"France","Male",45,6,0,1,1,0,130009.85,1
"Marie","Sanders",650,"Spain","Male",71,0,0,1,1,1,175380.77,0
"Simon","Herrera",724,"France","Male",40,10,0,1,1,0,127847.25,1
"Cleopatra","Eberechukwu",719,"Spain","Male",35,3,122964.88,1,1,1,138231.7,0
"Desmond","Bardin",548,"France","Female",29,4,0,2,0,1,48673.18,0
"Desmond","Nwankwo",635,"Spain","Male",24,4,0,2,1,1,70668.77,0
"Thomas","Talbot",496,"Spain","Female",43,3,0,2,0,1,199505.53,0
"Billie","McGregor",676,"France","Female",37,5,89634.69,1,1,1,169583.18,1
"Audrey","Onyeorulu",541,"Germany","Male",40,7,95710.11,2,1,0,49063.42,0
"Roman","Goold",778,"Germany","Male",41,7,139706.31,1,1,0,63337.19,0
"Mother","Zikoranaudodimma",850,"Germany","Female",45,5,103909.86,1,1,0,60083.11,1
"Haile","Garner",633,"France","Male",31,1,0,1,1,0,48606.71,0
"Donald","Onyinyechukwuka",625,"France","Male",49,6,173434.9,1,1,0,165580.93,1
"Ludwig","Genovese",485,"Spain","Male",32,6,102238.01,2,1,1,194010.12,0
"Ingrid","Mai",547,"France","Female",48,1,179380.74,2,0,1,69263.1,0
"Leonardo","Marshall",642,"France","Male",32,3,0,2,1,1,88698.83,0
"George","Naylor",718,"France","Female",25,4,108691.95,1,1,0,63030.97,0
"Christopher","Pinto",582,"France","Female",32,4,0,2,1,0,59668.81,0
"Lech","Fulton",628,"France","Male",33,6,0,2,0,0,184230.23,0
"Jacqueline","Palerma",737,"Germany","Male",35,0,133377.8,1,0,1,64050.19,0
"Wright","McCaffrey",828,"Spain","Male",34,9,0,2,1,1,81853.98,0
"Sigmund","Collins",609,"Spain","Male",53,10,0,1,1,1,154642.91,0
"Madonna","Zuev",730,"France","Male",39,1,116537.6,1,0,0,145679.6,0
"Tom","Crawford",631,"France","Female",22,3,0,2,0,0,30781.77,0
"Nelson","Genovese",830,"Spain","Male",40,4,0,2,0,1,81622.52,0
"Mary","Maclean",645,"France","Male",29,1,130131.08,2,0,1,196474.35,0
"Aung","Fabro",663,"France","Male",46,3,0,2,0,1,176276.1,0
"Babe","Price",678,"Spain","Male",30,0,0,1,1,0,35113.08,0
"Emmeline","Chatfield",521,"France","Male",30,2,107316.09,1,1,0,64299.82,0
"Jacqueline","Volkova",625,"France","Female",24,1,0,2,1,1,180969.55,0
"Marilyn","Archer",523,"France","Male",30,1,83181.29,1,1,1,138176.78,0
"Anne","Ch'iu",714,"France","Female",72,3,0,1,1,1,86733.61,0
"J.R.R.","McKay",580,"Spain","Male",67,3,153946.14,1,1,1,7418.92,0
"Charles","Craig",722,"France","Male",30,5,0,2,1,0,166376.54,0
"Michael","Abramovich",630,"Spain","Female",39,7,135483.17,1,1,0,140881.2,1
"Lionel","Chien",579,"France","Male",35,1,0,2,1,0,4460.2,0
"Lance","Timms",670,"France","Female",38,4,119624.54,2,1,1,110472.12,0
"Lord","Williford",588,"Spain","Male",34,6,121132.26,2,1,0,86460.28,0
"Coco","Hamilton",807,"Spain","Female",42,1,0,1,1,0,16500.66,1
"Mao","Cheng",726,"France","Female",48,4,0,1,1,0,114020.06,1
"J.K.Rowling","Su",812,"Germany","Male",25,5,54817.55,1,1,0,131660.31,0
"Plato","McKenzie",631,"Germany","Male",40,3,107949.45,1,1,0,52449.62,1
"Martin","Akobundu",682,"France","Male",30,4,0,1,0,1,161465.31,0
"Billie","Ko",625,"Spain","Female",49,2,80816.45,1,1,1,20018.79,0
"Vincent","Marcelo",607,"Germany","Male",38,3,98205.77,1,1,0,176318.27,0
"Alfred","Chukwuebuka",600,"Spain","Female",50,6,94684.27,1,1,1,50488.91,0
"Mother","MacDonald",602,"Spain","Female",22,7,141604.76,1,1,0,30379.6,0
"Alfred","Lampungmeiua",545,"Spain","Female",74,3,0,2,1,1,161326.73,0
"Babe","Tai",675,"Spain","Male",33,3,0,2,1,0,45348.08,0
"Usain","Enyinnaya",581,"France","Female",47,1,122949.14,1,0,0,180251.68,1
"Albert","McKenzie",640,"Germany","Male",33,8,81677.22,2,0,0,34925.56,0
"Peter","Kline",850,"France","Male",38,7,80293.98,1,0,0,126555.74,0
"Angelina","Ma",490,"Spain","Female",48,8,155413.06,1,1,0,187921.3,0
"Stephen","Wood",710,"Spain","Female",38,4,0,2,1,1,136390.88,0
"Emmeline","Riggs",613,"Germany","Male",38,9,67111.65,1,1,0,78566.64,1
"Vladimir","Capon",812,"France","Male",34,5,103818.43,1,1,1,166038.27,0
"Queen","Smith",723,"France","Female",20,4,0,2,1,1,140385.33,0
"Queen","Davison",512,"France","Male",36,4,152169.12,2,0,0,38629.3,1
"Shakira","Ingram",731,"France","Female",52,10,0,1,1,1,24998.75,1
"Rosa","Dilke",650,"Germany","Male",26,4,214346.96,2,1,0,128815.33,0
"Brad","Gibson",594,"France","Male",57,6,0,1,1,0,19376.56,1
"Sigmund","Iadanza",844,"France","Male",40,7,113348.14,1,1,0,31904.31,1
"Muhammad","Hebert",686,"Germany","Female",47,5,170935.94,1,1,0,173179.79,1
"Stephen","Pinto",695,"Germany","Male",52,8,103023.26,1,1,1,22485.64,0
"Muhammad","Dumetochukwu",624,"Spain","Female",23,6,0,2,0,1,196668.51,0
"Nelson","Ross",503,"Spain","Male",37,6,0,2,0,0,136506.86,0
"Angelina","Jamieson",535,"France","Female",31,7,111855.04,2,1,1,36278.89,0
"Elvis","Chiganu",743,"Germany","Female",32,6,140348.56,2,1,1,163254.39,0
"Malcolm","Burgess",702,"Spain","Male",39,8,0,2,1,0,99654.13,0
"Amelia","Cheng",658,"France","Male",29,3,145512.84,1,1,0,20207.02,0
"Pope","Woods",677,"Germany","Female",41,8,146720.98,2,1,1,4195.84,0
"Grace","Liang",664,"France","Male",32,10,107209.73,1,1,1,112340.2,0
"Sigmund","Bluett",766,"Germany","Female",38,7,130933.74,1,0,1,2035.94,0
"Margaret","Chapman",461,"Spain","Female",35,8,0,1,1,0,132295.95,0
"Margaret","Andrejew",688,"Spain","Male",36,0,89772.3,1,1,0,177383.68,1
"Jacqueline","Udobata",678,"France","Female",32,5,0,2,1,0,90284.47,0
"Billie","Ejimofor",796,"France","Male",24,8,0,2,1,0,61349.37,0
"Lance","Spyer",803,"France","Male",42,5,0,1,1,0,196466.83,1
"Leon","Walker",712,"France","Male",36,2,100749.5,3,0,0,70758.37,1
"Marie","Palermo",498,"France","Female",31,10,0,2,1,0,13892.57,0
"Lyndon","Philip",850,"Spain","Male",22,2,0,2,1,1,9684.52,0
"Amelia","Fallaci",628,"France","Female",51,3,123981.31,2,1,1,40546.15,0
"Marie","Perry",539,"Germany","Female",34,4,91622.42,1,1,1,136603.42,0
"Marie","Henderson",732,"France","Male",36,7,126195.81,1,1,1,133172.48,0
"Winston","Bergamaschi",715,"France","Male",41,4,94267.9,1,0,1,152821.12,1
"Billie","Fokine",651,"France","Male",40,4,0,2,1,1,147715.83,0
"Leo","Mackay",813,"France","Male",34,0,0,2,1,0,43169.15,0
"Roger","Wu",692,"France","Male",29,4,0,1,1,0,76755.99,1
"Usain","Maslova",756,"Germany","Female",39,3,100717.85,3,1,1,73406.04,1
"Tiger","Wei",543,"France","Male",36,6,0,2,1,0,176728.28,0
"Leo","McLean",790,"France","Female",26,4,141581.71,2,0,0,98309.27,0
"Carl","Sung",494,"Spain","Male",38,7,0,2,1,1,6203.66,0
"Plato","Paterson",850,"France","Female",39,2,148586.64,1,1,1,176791.27,0
"Fidel","Fanucci",703,"Spain","Male",29,9,0,2,1,0,50679.48,0
"Al","Thompson",432,"Spain","Male",38,7,0,2,1,0,150580.88,0
"Benazir","Tisdall",512,"Germany","Female",32,2,123403.85,2,1,0,80120.19,0
"Desmond","Onochie",589,"France","Male",28,7,0,2,1,0,151645.96,0
"Marie","Mironova",514,"France","Female",46,3,106511.85,1,1,0,55072.32,0
"Albert","Ndubueze",678,"France","Female",38,2,0,2,0,0,115068.99,0
"Peter","Stephenson",420,"Germany","Female",34,1,135549.9,1,0,0,149471.13,1
"Ernest","Golubev",679,"Germany","Male",38,7,110555.37,2,1,0,46522.68,0
"Nelson","Liao",595,"France","Male",31,4,0,2,1,0,189995.86,0
"Tiger","Mullan",713,"France","Female",52,0,185891.54,1,1,1,46369.57,1
"Emile","Glover",833,"Germany","Male",59,1,130854.59,1,1,1,30722.52,1
"Bob","Northey",690,"France","Female",42,3,92578.14,2,0,0,70810.6,0
"Shakira","Paterson",731,"Germany","Female",21,8,132312.06,1,1,0,106663.46,1
"Sigmund","Maclean",608,"France","Female",62,8,144976.5,1,0,0,175836.03,1
"Babe","Howarde",479,"Spain","Male",48,5,87070.23,1,0,1,85646.41,0
"John","Teng",519,"France","Male",42,8,0,2,1,1,101485.72,0
"Leon","Colman",731,"France","Female",47,1,115414.19,3,0,0,191734.67,1
"Amelia","Johnson",617,"Spain","Male",61,7,91070.43,1,1,1,101839.77,0
"Billie","Butcher",756,"Spain","Male",29,2,117412.19,2,1,0,4888.91,0
"Richard","Stanley",848,"Germany","Male",31,4,90018.45,2,1,0,193132.98,0
"Michael","Jackson",809,"France","Female",24,4,0,2,1,0,193518.76,0
"Albert","Hu",698,"Germany","Male",56,1,112414.81,2,0,0,93982.02,1
"Vladimir","Hill",779,"Germany","Male",33,1,158456.76,1,1,1,197000.92,1
"George","Pan",606,"Spain","Male",35,7,0,1,1,0,106837.06,1
"Margaret","Han",612,"Germany","Female",58,1,149641.53,1,1,1,115161.28,0
"Madonna","Wilkie",663,"Spain","Female",33,8,122528.18,1,1,0,196260.3,0
"Prince","Bray",549,"Germany","Female",45,3,143734.01,2,1,1,96404.38,0
"Florence","Ann",675,"France","Female",32,2,155663.31,1,1,0,97658.66,0
"Mikhail","Souter",669,"France","Female",35,7,0,1,1,1,49108.23,1
"Barack","Greco",571,"Germany","Female",34,1,101736.66,1,0,1,195651.66,0
"Lance","Mao",500,"Spain","Male",37,9,125822.21,1,1,0,111698,0
"Dalai","Anderson",628,"France","Male",37,0,0,2,1,1,171707.93,0
"Coco","Ma",559,"France","Male",34,4,0,2,1,1,66721.98,0
"Mikhail","Black",769,"France","Female",27,2,0,1,1,1,57876.05,0
"Carl","Medvedeva",733,"Germany","Male",31,6,157791.07,2,0,0,177994.81,0
"Plato","Benson",750,"France","Male",22,5,0,2,0,1,105125.65,0
"Amelia","Duncan",583,"France","Female",42,4,0,2,1,0,17439.66,0
"Jacqueline","Onwudiwe",468,"Germany","Male",42,9,181627.14,2,1,0,172668.39,0
"Kylie","Mitchell",727,"Spain","Female",57,1,109679.72,1,0,1,753.37,0
"Leonardo","Ferrari",618,"France","Female",37,5,96652.86,1,1,0,98686.4,1
"Rosa","Russo",617,"France","Male",40,5,190008.32,2,1,1,107047.92,0
"Nelson","Hazon",793,"Spain","Male",41,9,0,2,1,0,152153.74,0
"Leo","Henderson",630,"France","Male",43,9,0,2,1,1,34338.04,0
"Katherine","Hardy",765,"Germany","Male",43,4,148962.76,1,0,1,173878.87,1
"Fidel","Piccio",546,"France","Male",28,8,0,1,1,0,159254.29,0
"Roman","Dickson",614,"Germany","Female",30,3,131344.52,2,1,0,54776.64,0
"Christopher","Holden",593,"Germany","Female",29,5,101713.84,3,1,0,134594.99,0
"Lord","Hsieh",613,"Spain","Male",34,3,0,1,1,1,41724.72,0
"Marilyn","Doherty",655,"France","Male",38,4,0,2,0,0,110527.71,0
"Kylie","Page",700,"France","Female",27,6,137963.07,1,0,0,8996.79,0
"Katherine","Samuel",826,"Spain","Female",29,4,129938.07,1,0,1,190200.53,0
"Richard","Malloy",652,"Germany","Male",45,2,151421.44,1,0,1,115333.43,0
"Lance","Fitts",755,"Germany","Female",45,7,135643,1,0,0,143619.52,1
"Paul","Iadanza",538,"Spain","Male",39,2,122773.5,2,1,1,58467.08,0
"Lyndon","Wu",729,"France","Male",34,3,152303.8,1,1,0,12128.69,0
"Marilyn","Yefimova",615,"France","Male",49,3,0,2,1,1,49872.33,0
"Louis","Pan",700,"Spain","Male",54,1,79415.67,1,0,1,139735.54,0
"Jawaharlal","Ts'ui",434,"Germany","Female",58,9,125801.03,2,1,0,60891.8,1
"Ronald","Liang",729,"Spain","Male",37,10,0,2,1,0,100862.54,0
"Babe","Tsao",513,"France","Male",35,8,0,1,1,0,76640.29,1
"Indira","Abramov",755,"France","Male",41,6,104817.41,1,1,0,126013.58,1
"Steve","Millar",615,"France","Female",30,9,0,1,1,0,87347.82,0
"Sting","Demuth",747,"Germany","Female",32,5,67495.04,2,0,1,77370.37,0
"Richard","Genovese",850,"France","Female",36,0,164850.54,1,1,1,62722.44,0
"Alfred","Lawless",712,"Germany","Female",49,5,154776.42,2,0,0,196257.68,0
"Malala","Brooks",622,"Germany","Female",28,1,143124.63,2,1,0,81723.8,0
"Jacqueline","Ignatyeva",548,"France","Female",35,10,0,1,1,1,31299.71,0
"Jesse","Balmain",607,"France","Female",27,2,0,2,1,0,63495.86,0
"Anne","Millar",653,"France","Female",38,8,102133.38,1,1,1,166520.96,0
"Audrey","Ecuyer",699,"Spain","Male",26,6,79932.41,1,0,0,150242.44,0
"Cristiano","Parkhill",693,"Germany","Male",40,0,120711.73,1,0,0,27345.18,1
"Kylie","Li Fonti",647,"Germany","Female",43,3,122717.53,2,1,1,87000.39,0
"Leo","Beneventi",478,"Spain","Female",36,3,92363.3,2,1,0,44912.7,0
"Kylie","Despeissis",705,"Spain","Female",40,5,203715.15,1,1,0,179978.68,1
"Roger","Atkins",719,"Spain","Male",39,5,0,2,1,0,145759.7,0
"Ingrid","Williams",726,"France","Male",34,9,0,2,0,0,14121.61,0
"Bill","Wright",626,"France","Male",21,1,0,2,1,0,66232.23,0
"C.S.","Hancock",552,"France","Male",49,4,0,1,1,1,190296.76,1
"Charles","Hsieh",807,"Germany","Female",31,1,93460.47,2,0,0,172782.69,0
"Adolf","Wilkins",621,"France","Male",34,6,0,2,1,1,99128.13,0
"Brad","Longo",651,"Germany","Female",24,7,40224.7,1,1,1,178341.33,0
"Cleopatra","Mancini",673,"France","Female",43,5,168069.73,1,1,1,146992.24,1
"Bob","Madukaego",652,"France","Male",36,1,0,2,1,1,151314.98,0
"Bill","Winter-Irving",584,"Germany","Male",47,7,130538.77,1,1,0,92915.84,0
"Emile","Stewart",756,"France","Male",37,3,132623.6,1,1,1,58974,0
"Marie","Grant",670,"France","Female",35,3,103465.02,2,1,1,174627.06,0
"Roger","Brennan",765,"France","Female",50,9,126547.8,1,1,1,79579.94,1
"Indira","She",528,"France","Male",30,2,128262.72,2,1,0,50771.16,0
"Anne","Murray",701,"France","Male",40,5,169742.64,1,1,1,153537.55,1
"Pope","Rischbieth",797,"France","Female",29,1,0,2,1,1,132975.39,0
"Louis","Lung",639,"Germany","Male",27,3,150795.81,1,0,1,85208.93,0
"Mikhail","Otutodilichukwu",785,"Spain","Female",61,4,129855.72,2,1,0,170214.82,1
"Paul","Thomas",363,"Spain","Female",28,6,146098.43,3,1,0,100615.14,1
"Franklin","Fiorentini",764,"France","Female",24,7,0,2,1,0,186105.99,0
"Brad","Hughes",676,"France","Female",43,2,0,1,1,1,55119.53,0
"Desmond","Whitworth",718,"Germany","Male",28,4,65643.3,1,1,0,28760.99,0
"Ernest","McIntosh",590,"Spain","Female",34,6,0,2,1,0,171021.44,0
"George","Ayers",584,"France","Male",38,9,104584.16,1,1,0,176678.72,0
"Barack","Trentino",645,"France","Male",41,7,0,1,0,1,28667.56,0
"Sacha","Boyd",772,"Germany","Male",30,6,99785.28,2,0,0,197238.03,0
"John","McMasters",399,"Germany","Male",46,2,127655.22,1,1,0,139994.68,1
"Roman","Alekseyeva",529,"France","Male",22,5,0,1,1,0,151169.83,0
"Stephen","Miller",463,"France","Male",35,2,101257.16,1,1,1,118113.64,0
"Jawaharlal","Baranova",630,"France","Female",40,7,0,2,1,1,34453.17,0
"Carl","Mitchell",780,"France","Male",76,10,121313.88,1,0,1,64872.33,0
"Bob","Yobachi",584,"Spain","Male",32,5,0,2,1,0,10956.82,0
"Franklin","Huang",752,"Germany","Male",30,4,81523.38,1,1,1,36885.85,0
"Jimmy","Genovese",697,"France","Female",47,6,128252.66,1,1,1,168053.4,0
"Lord","Sorokina",850,"France","Female",32,7,0,2,0,0,155227,0
"Sacha","Gray",711,"France","Male",51,7,0,3,1,0,38409.79,1
"Billie","Ervin",452,"France","Female",32,5,0,2,0,1,75279.39,0
"Martin","Vance",610,"Spain","Male",42,6,0,2,1,0,158302.59,1
"Barack","Noble",694,"France","Female",22,4,0,2,1,1,11525.72,0
"Julie","Milanesi",579,"Spain","Male",33,6,0,1,1,0,94993.04,1
"Michael","Parkin",745,"Spain","Female",54,8,0,1,1,0,173912.29,1
"Tim","Cremonesi",572,"France","Male",33,5,0,1,0,1,41139.05,0
"Angelina","Burns",505,"Germany","Male",29,3,145541.56,2,1,1,58019.95,0
"Michael","Docherty",706,"France","Female",23,5,0,1,0,0,164128.41,1
"Walt","Ugonna",693,"Germany","Male",44,5,124601.58,2,1,1,46998.13,1
"George","L?",725,"Germany","Female",33,7,115182.84,2,1,1,177279.41,0
"Lance","Bevan",791,"France","Male",37,2,163789.49,2,1,0,75832.53,0
"C.S.","Hsia",536,"France","Male",46,1,65733.41,1,1,0,61094.53,0
"Charles","O'Neill",699,"Spain","Male",47,1,0,2,0,1,30117.44,0
"Oscar","Johnstone",500,"Spain","Female",47,8,128486.11,1,1,0,179227.12,0
"Marie","Pham",707,"Spain","Female",53,6,109663.47,1,1,1,52110.45,0
"Charles","Bergamaschi",531,"Germany","Female",42,6,88324.31,2,1,0,75248.75,0
"Audrey","Murphy",557,"France","Female",28,7,146445.24,2,1,0,184317.74,0
"Bob","Osinachi",659,"France","Female",38,3,0,2,1,0,158553.1,0
"Leo","Muravyov",575,"Spain","Female",31,6,0,2,1,1,95686.42,0
"Emmeline","Igwebuike",775,"Germany","Male",36,2,109949.05,2,0,1,71682.54,0
"Elvis","Zack",772,"Spain","Male",30,4,78653.05,1,1,0,1790.48,0
"Madonna","Crawford",587,"Germany","Male",46,9,107850.82,1,1,0,139431,1
"Marie","Chidiegwu",667,"Germany","Female",39,4,83765.35,2,1,0,118358.54,0
"Marie","Lucchesi",771,"France","Female",66,7,143773.07,1,1,1,130827.88,0
"Benazir","Pan",523,"Germany","Male",63,6,116227.27,1,1,1,119404.63,0
"Queen","Trevisani",662,"Germany","Male",33,0,103471.52,1,1,1,162703,0
"Stephen","Yudin",717,"France","Male",42,5,0,2,1,0,172665.21,0
"Paul","Wade",746,"France","Male",24,3,137492.35,2,0,1,170142.09,0
"Plato","Chung",569,"France","Male",28,7,0,2,1,0,73977.23,0
"Stephen","Septimus",579,"France","Male",36,9,129829.59,1,1,1,60906.12,0
"Mother","Hargraves",519,"France","Female",21,1,146329.57,2,1,1,194867.27,0
"Michael","Chukwukadibia",696,"Germany","Male",30,4,114027.7,1,1,1,193716.56,0
"Peter","Sidorov",693,"Germany","Male",25,6,146580.69,1,0,1,14633.35,0
"Vincent","Bunton",587,"Germany","Female",38,0,132122.42,2,0,0,31730.32,0
"Marilyn","Cameron",626,"France","Female",44,10,81553.93,1,1,0,20063.63,1
"Stephen","Kung",666,"France","Female",66,7,0,2,1,1,99792.82,0
"Rupert","Hay",512,"France","Male",24,6,0,2,1,0,37654.31,0
"Shakira","Conti",689,"Spain","Female",28,3,0,2,1,1,192449.02,0
"Al","Sims",803,"France","Female",26,4,0,2,1,1,181208.47,0
"Cristiano","Carter",548,"Germany","Male",32,5,175214.71,1,1,1,155165.61,0
"Dalai","McGregor",588,"Germany","Female",40,10,125534.51,1,1,0,121504.18,1
"Queen","Lo",693,"France","Male",68,4,97705.99,1,1,1,61569.07,0
"Muhammad","Chu",499,"Germany","Female",55,4,126817.65,2,1,0,123269.71,0
"Adolf","Dumetolisa",628,"France","Female",46,1,46870.43,4,1,0,31272.14,1
"Pope","Peng",624,"Spain","Male",46,3,0,2,1,1,62825.03,0
"Peter","Drake-Brockman",733,"France","Male",42,9,120094.93,1,1,0,184056.45,0
"Rosa","Wan",628,"France","Female",38,3,0,2,1,1,48924.73,0
"Walt","Cameron",633,"France","Female",33,3,0,2,1,0,191111.02,0
"Queen","Tretiakov",559,"Germany","Female",36,1,104356.94,2,0,1,54184.06,0
"Winston","Ball",704,"Germany","Male",27,5,147004.34,1,1,0,64381.33,1
"Barack","Sal",744,"Germany","Male",38,6,73023.17,2,1,0,78770.86,0
"Al","Chung",665,"Spain","Female",40,1,173432.55,1,0,1,116766.79,0
"Mary","Lai",638,"France","Female",42,7,165679.92,1,0,0,32916.29,0
"Lionel","Gether",837,"Spain","Male",31,9,104678.62,1,0,1,50972.6,0
"Oscar","Davidson",534,"France","Female",55,8,116973.26,3,1,0,122066.5,1
"Jon","Justice",548,"France","Female",36,3,0,1,1,0,65996.9,0
"Roger","Osonduagwuike",837,"Germany","Male",38,2,126732.85,1,1,1,79577.38,0
"Adolf","Ewing",658,"France","Female",44,6,148481.09,1,1,0,130529.13,0
"Marie","Chin",554,"France","Female",38,4,137654.05,2,1,1,172629.67,0
"Michael","Chiang",724,"Germany","Male",30,7,115315.04,1,1,0,15216.53,0
"Mao","Ahmed",723,"France","Male",42,2,99095.73,1,1,1,17512.53,0
"Plato","Marshall",585,"Germany","Female",39,7,165610.41,2,0,0,131852.01,0
"Woodrow","Tsou",474,"France","Male",33,5,0,2,1,0,181945.52,1
"Cristiano","Chien",562,"Spain","Male",32,6,161628.66,1,1,0,91482.5,0
"Louis","Ubanwa",719,"France","Male",32,9,146605.27,1,1,1,77119.45,0
"Bill","Kapustin",635,"Germany","Male",37,5,113488.68,1,1,0,95611.74,1
"Marie","Calabresi",743,"France","Male",42,7,77002.2,2,1,1,80428.42,0
"George","Hsiao",681,"Spain","Male",67,7,0,2,0,1,163714.92,0
"Walt","Grant",521,"France","Female",39,6,0,2,0,1,27375.15,0
"Mata","H?",741,"Spain","Male",25,4,0,2,1,1,73873.65,0
"Desmond","Chia",790,"Spain","Male",46,8,182364.53,1,0,0,139266.48,1
"Anne","Ugoji",622,"France","Male",35,8,0,2,1,1,131772.51,0
"Ernest","Gregory",669,"France","Male",45,7,149364.58,1,0,1,173454.07,0
"Jon","Mackay",583,"France","Male",59,7,127450.14,1,0,1,67552.71,0
"Roger","Nnamutaezinwa",520,"Spain","Female",63,5,162278.32,1,1,1,34765.33,0
"Malcolm","Findlay",579,"Spain","Male",37,5,152212.88,2,0,0,120219.14,0
"Christopher","Ferri",698,"Spain","Female",39,9,161993.89,1,0,0,90212.38,0
"Pablo","Ku",548,"Spain","Male",39,7,131468.44,1,1,0,164975.82,0
"Lionel","Amechi",672,"Germany","Male",40,10,102980.44,1,1,0,1285.81,1
"Wright","Kirk",653,"Germany","Male",31,9,143321.97,1,1,0,83679.46,0
"Fidel","Andrews",734,"Spain","Female",37,2,130404.92,1,0,0,34548.74,0
"Vincent","Murray",794,"France","Female",41,7,0,2,1,1,74275.08,0
"Malcolm","Griffin",641,"France","Male",30,2,87505.47,2,0,1,7278.57,0
"Malcolm","Longstaff",824,"France","Male",30,0,133634.02,1,1,1,162053.92,0
"Lance","McWilliam",534,"Spain","Female",33,3,151233.62,1,0,0,199336.63,0
"Mahatma","Coffee",653,"Spain","Male",55,2,70263.83,1,0,1,62347.71,0
"George","Hancock",498,"France","Male",34,5,0,2,1,1,91711.66,0
"Mikhail","Clark",683,"France","Male",30,10,57657.49,1,0,0,79240.9,0
"Pope","Creswell",618,"Germany","Male",42,8,153572.31,2,1,1,76679.6,0
"Dalai","Dodds",538,"France","Male",37,1,134752.08,1,1,0,162511.55,0
"Plato","Ewen",643,"Spain","Male",34,3,83132.09,1,1,1,21360.88,0
"Pope","Carter",428,"France","Female",31,2,0,2,1,0,54487.43,0
"Abraham","Ch'iu",593,"Germany","Female",32,9,134096.53,2,1,0,53931.05,1
"Lance","Tsao",718,"France","Female",31,0,118100.59,2,1,0,103165.15,0
"George","Burgess",811,"Germany","Male",52,10,76915.4,1,0,0,146359.81,1
"Joseph","Fanucci",823,"Spain","Female",46,3,81576.75,1,1,1,28370.95,1
"Desmond","Blackburn",645,"Spain","Male",49,2,0,2,0,0,10023.15,0
"Walt","Bennett",710,"France","Male",33,10,118327.17,2,1,1,192928.82,0
"Ronald","Boniwell",591,"Spain","Male",30,8,124857.69,2,0,0,50485.7,0
"Elvis","Vasilieva",748,"Germany","Female",27,2,90971.85,1,1,1,131662.47,0
"Aung","Longo",850,"France","Female",37,7,153147.75,1,1,1,152235.3,0
"John","Kwemto",542,"France","Male",38,8,65942.26,1,1,1,68093.23,1
"Angelina","Lawrence",809,"France","Male",38,3,0,2,1,1,80061.31,0
"Malcolm","Duncan",675,"France","Male",54,2,0,1,1,0,149583.67,1
